Disease,Category,Symptoms,CommonAgeGroup,Sex,Severity,Specialist
Appendicitis,Surgical Conditions,"Nausea, Loss of appetite, Vomiting",Child,Female,Mild,Surgeon
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Confusion",Teen,Any,Severe,Neurologist
Diabetes,Chronic Illness,"Frequent urination, Increased thirst",Elderly,Female,Severe,Endocrinologist
Asthma,Chronic Illness,"Chest tightness, Cough, Shortness of breath",Teen,Any,Mild,Pulmonologist
PCOS,Chronic Disorder,"Hair thinning, Irregular periods, Weight gain",Elderly,Female,Moderate,Gynecologist
Tuberculosis,Rare Diseases,"Weight loss, Cough, Night sweats",Elderly,Any,Severe,Infectious Disease Specialist
Asthma,Chronic Illness,"Shortness of breath, Wheezing",Child,Female,Severe,Pulmonologist
PCOS,Chronic Disorder,"Weight gain, Irregular periods, Acne, Hair thinning",Child,Male,Severe,Gynecologist
Stroke,Specialized Chronic Diseases,"Vision problems, Confusion, Numbness",Teen,Male,Moderate,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Memory loss, Mood swings, Poor judgment",Elderly,Any,Moderate,Neurologist
Eczema,Dermatological,"Red patches, Swelling, Itchy skin",Teen,Female,Severe,Dermatologist
Appendicitis,Surgical Conditions,"Nausea, Vomiting",Teen,Any,Moderate,Surgeon
PCOS,Chronic Disorder,"Weight gain, Irregular periods",Elderly,Any,Mild,Gynecologist
Diabetes,Chronic Illness,"Fatigue, Increased thirst",Child,Female,Moderate,Endocrinologist
Heart Attack,Emergency Care,"Sweating, Shortness of breath, Chest pain",Elderly,Male,Severe,Cardiologist
Appendicitis,Surgical Conditions,"Nausea, Loss of appetite",Child,Female,Severe,Surgeon
Asthma,Chronic Illness,"Wheezing, Shortness of breath, Chest tightness, Cough",Child,Female,Moderate,Pulmonologist
Stroke,Specialized Chronic Diseases,"Trouble walking, Numbness",Teen,Male,Moderate,Neurologist
Appendicitis,Surgical Conditions,"Nausea, Vomiting, Loss of appetite, Abdominal pain",Elderly,Female,Moderate,Surgeon
Heart Attack,Emergency Care,"Chest pain, Sweating, Shortness of breath, Nausea",Adult,Male,Severe,Cardiologist
PCOS,Chronic Disorder,"Weight gain, Acne",Adult,Female,Moderate,Gynecologist
Diabetes,Chronic Illness,"Blurred vision, Fatigue, Frequent urination",Adult,Female,Moderate,Endocrinologist
Appendicitis,Surgical Conditions,"Vomiting, Abdominal pain, Loss of appetite, Nausea",Adult,Male,Moderate,Surgeon
Stroke,Specialized Chronic Diseases,"Trouble walking, Numbness",Elderly,Female,Mild,Neurologist
Appendicitis,Surgical Conditions,"Abdominal pain, Vomiting, Loss of appetite, Nausea",Child,Female,Severe,Surgeon
Appendicitis,Surgical Conditions,"Loss of appetite, Vomiting, Nausea",Elderly,Female,Moderate,Surgeon
Eczema,Dermatological,"Red patches, Itchy skin, Dryness",Teen,Male,Severe,Dermatologist
Diabetes,Chronic Illness,"Fatigue, Blurred vision, Frequent urination",Child,Male,Moderate,Endocrinologist
Eczema,Dermatological,"Itchy skin, Red patches, Swelling, Dryness",Child,Any,Mild,Dermatologist
Heart Attack,Emergency Care,"Nausea, Shortness of breath, Sweating",Elderly,Any,Moderate,Cardiologist
Tuberculosis,Rare Diseases,"Cough, Night sweats, Fatigue",Child,Female,Moderate,Infectious Disease Specialist
Appendicitis,Surgical Conditions,"Nausea, Abdominal pain",Adult,Male,Severe,Surgeon
Stroke,Specialized Chronic Diseases,"Numbness, Vision problems",Teen,Female,Moderate,Neurologist
Appendicitis,Surgical Conditions,"Loss of appetite, Vomiting",Adult,Any,Moderate,Surgeon
Tuberculosis,Rare Diseases,"Fatigue, Night sweats, Weight loss",Child,Male,Moderate,Infectious Disease Specialist
Asthma,Chronic Illness,"Shortness of breath, Chest tightness, Cough",Elderly,Female,Severe,Pulmonologist
Eczema,Dermatological,"Itchy skin, Red patches, Swelling",Elderly,Male,Moderate,Dermatologist
Eczema,Dermatological,"Red patches, Dryness, Swelling",Teen,Any,Mild,Dermatologist
Stroke,Specialized Chronic Diseases,"Confusion, Vision problems",Elderly,Female,Mild,Neurologist
Diabetes,Chronic Illness,"Frequent urination, Fatigue",Child,Any,Moderate,Endocrinologist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Memory loss, Poor judgment",Child,Any,Moderate,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Mood swings, Memory loss, Confusion, Poor judgment",Adult,Female,Mild,Neurologist
Flu,Common Illnesses,"Sore throat, Fever, Chills",Teen,Any,Moderate,General Physician
Appendicitis,Surgical Conditions,"Vomiting, Abdominal pain",Elderly,Any,Severe,Surgeon
Diabetes,Chronic Illness,"Increased thirst, Frequent urination, Blurred vision",Elderly,Male,Moderate,Endocrinologist
Heart Attack,Emergency Care,"Shortness of breath, Chest pain, Sweating",Teen,Male,Moderate,Cardiologist
Diabetes,Chronic Illness,"Blurred vision, Increased thirst, Frequent urination, Fatigue",Elderly,Any,Severe,Endocrinologist
Stroke,Specialized Chronic Diseases,"Vision problems, Confusion, Trouble walking",Teen,Female,Moderate,Neurologist
Eczema,Dermatological,"Dryness, Itchy skin",Child,Male,Moderate,Dermatologist
Diabetes,Chronic Illness,"Increased thirst, Frequent urination, Blurred vision",Adult,Male,Severe,Endocrinologist
Asthma,Chronic Illness,"Cough, Chest tightness, Shortness of breath, Wheezing",Elderly,Male,Severe,Pulmonologist
Diabetes,Chronic Illness,"Increased thirst, Fatigue, Frequent urination, Blurred vision",Teen,Male,Severe,Endocrinologist
Stroke,Specialized Chronic Diseases,"Numbness, Trouble walking, Vision problems",Child,Any,Mild,Neurologist
Tuberculosis,Rare Diseases,"Weight loss, Night sweats, Cough",Child,Female,Mild,Infectious Disease Specialist
Flu,Common Illnesses,"Fever, Cough",Adult,Any,Moderate,General Physician
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion, Memory loss",Child,Female,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Confusion, Vision problems, Trouble walking",Teen,Any,Moderate,Neurologist
Eczema,Dermatological,"Itchy skin, Red patches, Dryness, Swelling",Teen,Female,Moderate,Dermatologist
Asthma,Chronic Illness,"Shortness of breath, Wheezing, Cough",Child,Any,Moderate,Pulmonologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Confusion, Poor judgment, Mood swings",Child,Male,Moderate,Neurologist
Flu,Common Illnesses,"Fever, Cough",Adult,Male,Moderate,General Physician
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Mood swings, Memory loss, Poor judgment",Elderly,Any,Moderate,Neurologist
Diabetes,Chronic Illness,"Fatigue, Increased thirst",Adult,Male,Moderate,Endocrinologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion, Mood swings",Adult,Female,Mild,Neurologist
Flu,Common Illnesses,"Chills, Body aches",Elderly,Any,Moderate,General Physician
Stroke,Specialized Chronic Diseases,"Confusion, Trouble walking",Elderly,Any,Moderate,Neurologist
Heart Attack,Emergency Care,"Shortness of breath, Nausea",Adult,Male,Moderate,Cardiologist
Heart Attack,Emergency Care,"Shortness of breath, Sweating, Nausea, Chest pain",Teen,Any,Mild,Cardiologist
Appendicitis,Surgical Conditions,"Loss of appetite, Abdominal pain",Elderly,Male,Severe,Surgeon
Diabetes,Chronic Illness,"Fatigue, Increased thirst, Blurred vision",Teen,Any,Severe,Endocrinologist
Asthma,Chronic Illness,"Wheezing, Shortness of breath",Child,Male,Severe,Pulmonologist
Flu,Common Illnesses,"Sore throat, Body aches",Elderly,Male,Moderate,General Physician
Diabetes,Chronic Illness,"Frequent urination, Blurred vision, Increased thirst",Child,Any,Mild,Endocrinologist
Tuberculosis,Rare Diseases,"Night sweats, Cough, Weight loss, Fatigue",Adult,Any,Moderate,Infectious Disease Specialist
PCOS,Chronic Disorder,"Irregular periods, Weight gain",Adult,Any,Moderate,Gynecologist
Diabetes,Chronic Illness,"Blurred vision, Frequent urination, Increased thirst, Fatigue",Adult,Any,Moderate,Endocrinologist
Eczema,Dermatological,"Swelling, Itchy skin",Adult,Male,Mild,Dermatologist
Heart Attack,Emergency Care,"Shortness of breath, Nausea, Sweating, Chest pain",Child,Male,Moderate,Cardiologist
Stroke,Specialized Chronic Diseases,"Vision problems, Confusion",Elderly,Female,Moderate,Neurologist
Appendicitis,Surgical Conditions,"Loss of appetite, Vomiting, Abdominal pain",Elderly,Male,Severe,Surgeon
Heart Attack,Emergency Care,"Chest pain, Nausea, Shortness of breath, Sweating",Elderly,Any,Moderate,Cardiologist
Heart Attack,Emergency Care,"Chest pain, Sweating, Nausea, Shortness of breath",Child,Female,Moderate,Cardiologist
Tuberculosis,Rare Diseases,"Night sweats, Cough, Weight loss",Child,Female,Moderate,Infectious Disease Specialist
Tuberculosis,Rare Diseases,"Fatigue, Weight loss",Teen,Any,Moderate,Infectious Disease Specialist
Asthma,Chronic Illness,"Chest tightness, Shortness of breath, Cough",Child,Any,Moderate,Pulmonologist
Stroke,Specialized Chronic Diseases,"Vision problems, Confusion, Numbness, Trouble walking",Teen,Female,Severe,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Mood swings, Confusion, Poor judgment",Adult,Male,Moderate,Neurologist
PCOS,Chronic Disorder,"Weight gain, Acne, Hair thinning",Elderly,Male,Moderate,Gynecologist
PCOS,Chronic Disorder,"Irregular periods, Weight gain, Acne",Adult,Any,Severe,Gynecologist
Eczema,Dermatological,"Dryness, Itchy skin, Swelling",Elderly,Any,Moderate,Dermatologist
Eczema,Dermatological,"Swelling, Itchy skin, Dryness",Elderly,Male,Moderate,Dermatologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Poor judgment, Mood swings",Adult,Male,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Vision problems, Trouble walking",Elderly,Any,Moderate,Neurologist
Diabetes,Chronic Illness,"Blurred vision, Fatigue",Teen,Male,Moderate,Endocrinologist
Tuberculosis,Rare Diseases,"Weight loss, Fatigue, Cough",Elderly,Any,Moderate,Infectious Disease Specialist
Stroke,Specialized Chronic Diseases,"Confusion, Trouble walking, Numbness",Adult,Female,Severe,Neurologist
Diabetes,Chronic Illness,"Increased thirst, Frequent urination, Fatigue",Child,Any,Moderate,Endocrinologist
Stroke,Specialized Chronic Diseases,"Trouble walking, Confusion, Vision problems, Numbness",Teen,Female,Mild,Neurologist
Tuberculosis,Rare Diseases,"Night sweats, Weight loss",Teen,Male,Severe,Infectious Disease Specialist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion, Mood swings",Elderly,Female,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Trouble walking, Confusion, Numbness",Elderly,Male,Severe,Neurologist
PCOS,Chronic Disorder,"Acne, Irregular periods, Hair thinning, Weight gain",Adult,Any,Moderate,Gynecologist
Eczema,Dermatological,"Red patches, Dryness, Swelling, Itchy skin",Adult,Any,Moderate,Dermatologist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Poor judgment",Teen,Female,Moderate,Neurologist
Flu,Common Illnesses,"Fever, Body aches, Cough, Chills",Teen,Any,Moderate,General Physician
Eczema,Dermatological,"Swelling, Red patches, Itchy skin, Dryness",Child,Female,Moderate,Dermatologist
Heart Attack,Emergency Care,"Shortness of breath, Nausea",Elderly,Female,Moderate,Cardiologist
Flu,Common Illnesses,"Body aches, Fever, Cough, Chills",Teen,Any,Moderate,General Physician
Diabetes,Chronic Illness,"Blurred vision, Frequent urination",Teen,Male,Moderate,Endocrinologist
PCOS,Chronic Disorder,"Acne, Hair thinning",Elderly,Female,Moderate,Gynecologist
Heart Attack,Emergency Care,"Shortness of breath, Chest pain",Teen,Any,Mild,Cardiologist
PCOS,Chronic Disorder,"Acne, Hair thinning",Child,Female,Mild,Gynecologist
Appendicitis,Surgical Conditions,"Vomiting, Abdominal pain, Loss of appetite, Nausea",Elderly,Any,Severe,Surgeon
Diabetes,Chronic Illness,"Increased thirst, Blurred vision, Frequent urination, Fatigue",Elderly,Male,Moderate,Endocrinologist
Flu,Common Illnesses,"Fever, Body aches, Sore throat, Chills",Elderly,Any,Moderate,General Physician
Alzheimer’s,Specialized Chronic Diseases,"Mood swings, Confusion, Poor judgment",Elderly,Male,Severe,Neurologist
Eczema,Dermatological,"Itchy skin, Red patches, Dryness",Adult,Male,Mild,Dermatologist
Diabetes,Chronic Illness,"Fatigue, Blurred vision, Frequent urination, Increased thirst",Elderly,Female,Mild,Endocrinologist
PCOS,Chronic Disorder,"Irregular periods, Hair thinning, Weight gain",Teen,Male,Mild,Gynecologist
Tuberculosis,Rare Diseases,"Fatigue, Night sweats, Weight loss, Cough",Teen,Male,Moderate,Infectious Disease Specialist
Heart Attack,Emergency Care,"Nausea, Shortness of breath",Child,Female,Severe,Cardiologist
Appendicitis,Surgical Conditions,"Vomiting, Abdominal pain, Loss of appetite, Nausea",Child,Any,Mild,Surgeon
Stroke,Specialized Chronic Diseases,"Trouble walking, Confusion",Child,Female,Moderate,Neurologist
Eczema,Dermatological,"Red patches, Itchy skin",Child,Any,Moderate,Dermatologist
Asthma,Chronic Illness,"Chest tightness, Shortness of breath, Wheezing, Cough",Adult,Male,Moderate,Pulmonologist
Tuberculosis,Rare Diseases,"Night sweats, Weight loss, Fatigue",Teen,Male,Mild,Infectious Disease Specialist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Poor judgment, Mood swings",Child,Female,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Vision problems, Confusion",Elderly,Female,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Vision problems, Trouble walking",Elderly,Female,Mild,Neurologist
Appendicitis,Surgical Conditions,"Abdominal pain, Vomiting",Adult,Any,Moderate,Surgeon
PCOS,Chronic Disorder,"Irregular periods, Weight gain, Hair thinning, Acne",Adult,Any,Mild,Gynecologist
Flu,Common Illnesses,"Fever, Cough, Body aches, Sore throat",Elderly,Female,Severe,General Physician
Eczema,Dermatological,"Itchy skin, Red patches, Swelling",Teen,Female,Moderate,Dermatologist
Flu,Common Illnesses,"Body aches, Sore throat, Chills",Child,Any,Mild,General Physician
Stroke,Specialized Chronic Diseases,"Confusion, Numbness, Trouble walking, Vision problems",Adult,Any,Mild,Neurologist
Diabetes,Chronic Illness,"Blurred vision, Frequent urination",Elderly,Any,Severe,Endocrinologist
Appendicitis,Surgical Conditions,"Vomiting, Nausea, Loss of appetite, Abdominal pain",Elderly,Female,Moderate,Surgeon
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Poor judgment, Memory loss, Mood swings",Elderly,Female,Severe,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Confusion, Memory loss",Elderly,Any,Mild,Neurologist
Diabetes,Chronic Illness,"Increased thirst, Fatigue, Blurred vision, Frequent urination",Child,Female,Moderate,Endocrinologist
Tuberculosis,Rare Diseases,"Fatigue, Cough",Adult,Female,Moderate,Infectious Disease Specialist
Appendicitis,Surgical Conditions,"Abdominal pain, Loss of appetite, Vomiting, Nausea",Elderly,Male,Severe,Surgeon
Appendicitis,Surgical Conditions,"Loss of appetite, Abdominal pain, Nausea",Child,Male,Moderate,Surgeon
Heart Attack,Emergency Care,"Sweating, Chest pain, Nausea",Elderly,Female,Moderate,Cardiologist
Tuberculosis,Rare Diseases,"Cough, Fatigue, Weight loss, Night sweats",Elderly,Any,Mild,Infectious Disease Specialist
Appendicitis,Surgical Conditions,"Loss of appetite, Vomiting, Abdominal pain, Nausea",Adult,Any,Mild,Surgeon
Diabetes,Chronic Illness,"Blurred vision, Increased thirst, Fatigue",Child,Any,Moderate,Endocrinologist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Memory loss, Mood swings, Poor judgment",Child,Male,Mild,Neurologist
Flu,Common Illnesses,"Chills, Sore throat, Body aches, Cough",Adult,Male,Moderate,General Physician
Heart Attack,Emergency Care,"Chest pain, Shortness of breath, Nausea",Child,Any,Mild,Cardiologist
Tuberculosis,Rare Diseases,"Cough, Night sweats, Weight loss, Fatigue",Adult,Male,Severe,Infectious Disease Specialist
PCOS,Chronic Disorder,"Hair thinning, Weight gain, Irregular periods, Acne",Elderly,Male,Moderate,Gynecologist
Appendicitis,Surgical Conditions,"Vomiting, Loss of appetite, Abdominal pain, Nausea",Teen,Any,Moderate,Surgeon
Tuberculosis,Rare Diseases,"Fatigue, Night sweats",Teen,Female,Moderate,Infectious Disease Specialist
PCOS,Chronic Disorder,"Hair thinning, Irregular periods, Weight gain, Acne",Adult,Male,Moderate,Gynecologist
Stroke,Specialized Chronic Diseases,"Trouble walking, Confusion, Vision problems",Teen,Female,Moderate,Neurologist
Asthma,Chronic Illness,"Cough, Chest tightness, Shortness of breath",Child,Any,Severe,Pulmonologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Confusion",Adult,Any,Moderate,Neurologist
Appendicitis,Surgical Conditions,"Abdominal pain, Loss of appetite, Vomiting",Teen,Male,Mild,Surgeon
Asthma,Chronic Illness,"Shortness of breath, Cough",Child,Any,Moderate,Pulmonologist
Eczema,Dermatological,"Itchy skin, Dryness, Swelling",Teen,Male,Mild,Dermatologist
Stroke,Specialized Chronic Diseases,"Trouble walking, Numbness, Vision problems",Adult,Female,Moderate,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Poor judgment",Child,Female,Moderate,Neurologist
Stroke,Specialized Chronic Diseases,"Numbness, Trouble walking, Vision problems, Confusion",Teen,Female,Moderate,Neurologist
Alzheimer’s,Specialized Chronic Diseases,"Poor judgment, Memory loss",Teen,Female,Moderate,Neurologist
Asthma,Chronic Illness,"Cough, Shortness of breath",Teen,Female,Severe,Pulmonologist
Asthma,Chronic Illness,"Cough, Shortness of breath, Chest tightness",Teen,Female,Moderate,Pulmonologist
Asthma,Chronic Illness,"Cough, Wheezing",Adult,Any,Moderate,Pulmonologist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Poor judgment",Child,Male,Moderate,Neurologist
Heart Attack,Emergency Care,"Sweating, Shortness of breath",Adult,Male,Moderate,Cardiologist
Eczema,Dermatological,"Red patches, Dryness, Itchy skin, Swelling",Child,Female,Mild,Dermatologist
Alzheimer’s,Specialized Chronic Diseases,"Memory loss, Mood swings, Confusion, Poor judgment",Elderly,Any,Mild,Neurologist
Stroke,Specialized Chronic Diseases,"Vision problems, Trouble walking",Child,Male,Severe,Neurologist
PCOS,Chronic Disorder,"Weight gain, Acne",Adult,Female,Moderate,Gynecologist
Eczema,Dermatological,"Dryness, Red patches, Itchy skin",Teen,Male,Moderate,Dermatologist
Alzheimer’s,Specialized Chronic Diseases,"Confusion, Poor judgment, Mood swings, Memory loss",Teen,Male,Severe,Neurologist
Stroke,Specialized Chronic Diseases,"Numbness, Confusion, Trouble walking",Child,Male,Mild,Neurologist
